BusStopCode,Description,Latitude,Longitude,Location
1421,Opp Golden Mile Cplx,1.30338444400173,103.8648388889864,Opp Golden Mile Cplx 01421
1429,Golden Mile Cplx,1.3032136089394,103.86501584807765,Golden Mile Cplx 01429
1511,Opp The Gateway,1.29919826103807,103.85864518302436,Opp The Gateway 01511
1519,The Gateway,1.29907492488417,103.8589102973441,The Gateway 01519
1521,Opp Plaza Parkroyal,1.30088304437602,103.86066098182194,Opp Plaza Parkroyal 01521
1529,Plaza Parkroyal,1.30041667676526,103.86044115259938,Plaza Parkroyal 01529
1541,Bugis Stn Exit D,1.29886465442254,103.85734583628746,Bugis Stn Exit D 01541
1549,Opp Duo Residences,1.30069868861162,103.85873120467068,Opp Duo Residences 01549
1559,Landmark Village Hotel,1.30168731070562,103.85752923961614,Landmark Village Hotel 01559
1611,Aft Raffles Hotel,1.29527259171342,103.85533686181174,Aft Raffles Hotel 01611
1619,Esplanade Stn Exit F,1.29428694178246,103.85503809424232,Esplanade Stn Exit F 01619
1621,Opp Shaw Twrs,1.29695888888745,103.85655611109846,Opp Shaw Twrs 01621
1629,Shaw Twrs,1.297085,103.856894,Shaw Twrs 01629
1631,Aft Beach Rd,1.29693614589482,103.85580555528075,Aft Beach Rd 01631
1639,Bef Beach Rd,1.29738750001468,103.85557583297624,Bef Beach Rd 01639
2029,Aft Esplanade Stn Exit D,1.290106,103.85464,Aft Esplanade Stn Exit D 02029
2049,Raffles Hotel,1.29452091230981,103.85402155505172,Raffles Hotel 02049
2051,The Float @ Marina Bay,1.2895030556082,103.85903388899315,The Float @ Marina Bay 02051
2061,The Esplanade,1.2899638888957,103.85640388886262,The Esplanade 02061
2089,Promenade Stn/Pan Pacific,1.29152694444975,103.8592061110504,Promenade Stn/Pan Pacific 02089
2099,Marina Ctr Ter,1.29147264805943,103.8614855838078,Marina Ctr Ter 02099
2101,Aft S'pore Flyer,1.28938483786533,103.86183148116277,Aft S'pore Flyer 02101
2111,Esplanade Bridge,1.29095592348389,103.85453419435228,Esplanade Bridge 02111
2119,Opp War Memorial Pk,1.29184407356581,103.85534334305083,Opp War Memorial Pk 02119
2141,Suntec Twr Two,1.29576571603037,103.85933814632858,Suntec Twr Two 02141
2149,Suntec Twr Three,1.29560459817725,103.85955533029184,Suntec Twr Three 02149
2151,Suntec Convention Ctr,1.29317776320814,103.85784623004032,Suntec Convention Ctr 02151
2159,Opp Suntec Convention Ctr,1.29360811227161,103.85840672828635,Opp Suntec Convention Ctr 02159
2161,Promenade Stn,1.29268553508737,103.86093156188176,Promenade Stn 02161
2169,Promenade Stn Exit B,1.29333836780589,103.86070849052751,Promenade Stn Exit B 02169
2171,Opp The Ritz-Carlton,1.29070000003898,103.86092194446034,Opp The Ritz-Carlton 02171
2181,Supreme Ct,1.28947444402148,103.85098166700016,Supreme Ct 02181
3011,Fullerton Sq,1.28561840945474,103.85342223246428,Fullerton Sq 03011
3019,OUE Bayfront,1.284245000013,103.853108055996,OUE Bayfront 03019
3021,Prudential Twr,1.28255524603003,103.84998903789258,Prudential Twr 03021
3031,Raffles Pl Stn Exit F,1.28207492207952,103.85086074925066,Raffles Pl Stn Exit F 03031
3041,Telok Ayer Stn Exit A,1.28179509394707,103.84893207391676,Telok Ayer Stn Exit A 03041
3059,One Raffles Quay,1.281111,103.851461,One Raffles Quay 03059
3071,OPP SO SOFITEL S'PORE,1.27990609626764,103.8494003042448,OPP SO SOFITEL S'PORE 03071
3111,Aft Capital Twr,1.2778259536079,103.8481011719729,Aft Capital Twr 03111
3129,UIC Bldg,1.27807003532092,103.84956718123824,UIC Bldg 03129
3151,Opp GB Bldg,1.27892124625262,103.84776234627124,Opp GB Bldg 03151
3217,Opp AXA Twr,1.27552218897645,103.8479443674916,Opp AXA Twr 03217
3218,Opp MAS Bldg,1.2740788888387,103.84687388890411,Opp MAS Bldg 03218
3222,Hub Synergy Pt,1.27397836925637,103.84489562922414,Hub Synergy Pt 03222
3223,Tanjong Pagar Stn Exit C,1.2757033952327,103.84632468221952,Tanjong Pagar Stn Exit C 03223
3239,Shenton Way Ter,1.27464226961973,103.84756721372408,Shenton Way Ter 03239
3241,Mapletree Anson,1.27456,103.84537,Mapletree Anson 03241
3331,Bef Marina Gdns Dr,1.27663307202767,103.86076808024792,Bef Marina Gdns Dr 03331
3339,Aft Marina Gdns Dr,1.27498516412784,103.85950016250489,Aft Marina Gdns Dr 03339
3341,Bef Gdns by the Bay,1.27959780011944,103.8643376844082,Bef Gdns by the Bay 03341
3349,Aft Gdns by the Bay,1.27965600609923,103.8647780795552,Aft Gdns by the Bay 03349
3361,GARDENS BY THE BAY STN EXIT 2,1.279917,103.868895,GARDENS BY THE BAY STN EXIT 2 03361
3369,GARDENS BY THE BAY STN EXIT 1,1.27960772061959,103.8698744774074,GARDENS BY THE BAY STN EXIT 1 03369
3371,Gdns by the Bay,1.28066479303461,103.86626955523418,Gdns by the Bay 03371
3381,The Sail,1.28162601329006,103.85306513725683,The Sail 03381
3391,Marina Bay Financial Ctr,1.28037660340352,103.85498006767988,Marina Bay Financial Ctr 03391
3411,Opp Marina Sth Pier Stn,1.27159299884076,103.86300900488229,Opp Marina Sth Pier Stn 03411
3419,Marina Sth Pier Stn,1.27127698470973,103.86297693157816,Marina Sth Pier Stn 03419
3421,Marina Bay Cruise Ctr,1.26694090294712,103.85964778134668,Marina Bay Cruise Ctr 03421
3501,Marina Bay Sands Theatre,1.28500467671367,103.8606110538643,Marina Bay Sands Theatre 03501
3509,Bayfront Stn Exit B/MBS,1.28314999997332,103.86004388891767,Bayfront Stn Exit B/MBS 03509
3511,Aft Bayfront Stn Exit E,1.28194779470571,103.85897064872482,Aft Bayfront Stn Exit E 03511
3519,Bayfront Stn Exit A,1.28124500000125,103.85884799997385,Bayfront Stn Exit A 03519
3529,Downtown Stn,1.27939957419063,103.85278769921705,Downtown Stn 03529
3539,Marina Bay Stn,1.2775330547661,103.85561610012866,Marina Bay Stn 03539
3549,Shenton Way Stn Exit 3,1.277728,103.85045,Shenton Way Stn Exit 3 03549
3579,Opp Downtown Stn,1.278832,103.852918,Opp Downtown Stn 03579
4019,OPP BENCOOLEN STN EXIT B,1.29807216909408,103.84975607305785,OPP BENCOOLEN STN EXIT B 04019
4029,BEF BENCOOLEN STN EXIT A,1.29948166696821,103.8509266670124,BEF BENCOOLEN STN EXIT A 04029
4111,Capitol Bldg,1.29395444170081,103.85139096636622,Capitol Bldg 04111
4121,SMU,1.29618544092334,103.84958029974612,SMU 04121
4142,Armenian Ch,1.2930982644668,103.84965994500728,Armenian Ch 04142
4143,Stamford Ct,1.29411640848293,103.85020606905503,Stamford Ct 04143
4149,Grand Pk City Hall,1.29276132399953,103.84983741344308,Grand Pk City Hall 04149
4151,Cath Of The Good Shepherd,1.29533777799211,103.8511397219812,Cath Of The Good Shepherd 04151
4159,Aft Chijmes,1.29489484954945,103.85108138663934,Aft Chijmes 04159
4167,City Hall Stn Exit B,1.29250006522444,103.85145315468638,City Hall Stn Exit B 04167
4168,Aft City Hall Stn Exit B,1.29208221483052,103.85125994680256,Aft City Hall Stn Exit B 04168
4179,Aft Bras Basah Stn Exit A,1.29647916306741,103.85147164487202,Aft Bras Basah Stn Exit A 04179
4211,Clarke Quay,1.29043611099357,103.84712444398056,Clarke Quay 04211
4219,Opp Clarke Quay,1.29096802754795,103.84686777836988,Opp Clarke Quay 04219
4222,Clarke Quay Stn Exit E,1.28898962180798,103.84708976365567,Clarke Quay Stn Exit E 04222
4223,Old Hill St Police Stn,1.29084476137495,103.84857901022669,Old Hill St Police Stn 04223
4229,High St Ctr,1.29044830830726,103.84875123545264,High St Ctr 04229
4239,Opp Clarke Quay Stn,1.28882717929599,103.8474938118651,Opp Clarke Quay Stn 04239
4249,Opp The Treasury,1.29043039362749,103.850262165082,Opp The Treasury 04249
4251,Opp High St Ctr,1.28973833297563,103.84888472198024,Opp High St Ctr 04251
4311,Aft River Valley Rd,1.29464575337351,103.8439214229312,Aft River Valley Rd 04311
4321,UE Sq,1.2921400077773,103.8430364619106,UE Sq 04321
4329,Opp UE Sq,1.29197057108024,103.84328384973516,Opp UE Sq 04329
4331,BEF FORT CANNING STN,1.29183939431601,103.84504089382705,BEF FORT CANNING STN 04331
4339,FORT CANNING STN EXIT B,1.29221099996741,103.8450050000296,FORT CANNING STN EXIT B 04339
5012,Bef Pearl'S Hill Terr,1.28154583300728,103.840877221995,Bef Pearl'S Hill Terr 05012
5013,Chinatown Stn Exit C,1.28406979945936,103.84299874303984,Chinatown Stn Exit C 05013
5019,Aft Duxton Plain Pk,1.28118388885484,103.84105000000471,Aft Duxton Plain Pk 05019
5022,Aft Chinatown Stn Exit D,1.28571089865595,103.84437203405348,Aft Chinatown Stn Exit D 05022
5023,Opp Hong Lim Pk,1.28692928357498,103.84540375642476,Opp Hong Lim Pk 05023
5029,Boat Quay,1.28712283362119,103.84819780822524,Boat Quay 05029
5039,New Bridge Ctr,1.28293819129834,103.84254276754574,New Bridge Ctr 05039
5049,Chinatown Stn Exit E,1.28531114761754,103.84455070696784,Chinatown Stn Exit E 05049
5059,Hong Lim Pk,1.28676420118491,103.84575036447065,Hong Lim Pk 05059
5069,OUTRAM PK STN EXIT 4,1.28027629959632,103.84029791443083,OUTRAM PK STN EXIT 4 05069
5129,Opp One Upp Pickering,1.28601166699569,103.84634666701145,Opp One Upp Pickering 05129
5131,Opp Hong Lim Cplx,1.284073056,103.8453381,Opp Hong Lim Cplx 05131
5189,Opp Sri Mariamman Tp,1.2820913960391,103.84528061446952,Opp Sri Mariamman Tp 05189
5199,Opp Hong Lim Cplx,1.28451455846092,103.84666049314173,Opp Hong Lim Cplx 05199
5239,Bef The Pinnacle@Duxton,1.27854113014976,103.8415105424013,Bef The Pinnacle@Duxton 05239
5241,Opp Blk 333,1.28071988238536,103.84227488654868,Opp Blk 333 05241
5259,OPP MAXWELL STN EXIT 3,1.27979447837032,103.84262707605176,OPP MAXWELL STN EXIT 3 05259
5269,MAXWELL STN EXIT 2,1.280894,103.844567,MAXWELL STN EXIT 2 05269
5271,Opp Fairfield Meth Ch,1.27975329525167,103.84382212419122,Opp Fairfield Meth Ch 05271
5319,OCBC Ctr,1.284437,103.849114,OCBC Ctr 05319
5411,Tg Pagar Plaza,1.27519165673078,103.84309190393884,Tg Pagar Plaza 05411
5419,The Amara,1.27470669455555,103.84318683838887,The Amara 05419
5421,Aft Craig Rd,1.27777470568529,103.84346347289252,Aft Craig Rd 05421
5429,Bef Craig Rd,1.27769413050075,103.84370654372523,Bef Craig Rd 05429
5431,TOWER 15,1.27408,103.8420461,TOWER 15 05431
5519,Blk 1G,1.27553472200739,103.84112694400494,Blk 1G 05519
5521,Maritime Hse,1.27676861098316,103.84059222200348,Maritime Hse 05521
5629,Opp Southpoint,1.273211389,103.84187,Opp Southpoint 05629
5631,Blk 16,1.27346055934188,103.84034718190608,Blk 16 05631
5641,Bef Cantonment Rd,1.27272393115133,103.84140618785226,Bef Cantonment Rd 05641
5649,Opp Customs Port Br HQ,1.2723842122117,103.84093912218094,Opp Customs Port Br HQ 05649
5651,Opp Fuji Xerox Twrs,1.273218611,103.8430731,Opp Fuji Xerox Twrs 05651
6011,OUTRAM PK STN EXIT 7,1.28165999996967,103.83801388886192,OUTRAM PK STN EXIT 7 06011
6029,OUTRAM PK STN EXIT 1,1.28177041153491,103.8383828488293,OUTRAM PK STN EXIT 1 06029
6031,Opp Blk 13 Chin Swee Rd,1.28607055552165,103.83879166662209,Opp Blk 13 Chin Swee Rd 06031
6039,"Blk 8, Chin Swee Rd",1.28705997883119,103.83962555611691,"Blk 8, Chin Swee Rd 06039"
6049,BEF OUTRAM FLYOVER,1.28474856880259,103.83517705055232,BEF OUTRAM FLYOVER 06049
6051,Blk 55,1.28475980959972,103.83405671725488,Blk 55 06051
6069,Aft Furama RiverFront,1.28623157720487,103.83496162445664,Aft Furama RiverFront 06069
6071,HAVELOCK STN EXIT 2,1.28685859481289,103.83360028266564,HAVELOCK STN EXIT 2 06071
6081,HAVELOCK STN EXIT 3,1.28837086415387,103.83349881780524,HAVELOCK STN EXIT 3 06081
6129,Grand Copthorne Hotel,1.29078162052352,103.83440916705554,Grand Copthorne Hotel 06129
6131,Aft Blk 87,1.29152472200833,103.83222750001508,Aft Blk 87 06131
6141,HAVELOCK STN EXIT 5,1.28963300933974,103.83381241921823,HAVELOCK STN EXIT 5 06141
6149,HAVELOCK STN EXIT 4,1.28984045728104,103.83411526676927,HAVELOCK STN EXIT 4 06149
6151,Hotel Miramar,1.28870976841461,103.83737276969174,Hotel Miramar 06151
6159,Opp Hotel Miramar,1.28909385421188,103.8368794036018,Opp Hotel Miramar 06159
6161,Blk 2,1.28901705678419,103.83994286096711,Blk 2 06161
6169,River Pl Condo,1.28937078931125,103.83998944937588,River Pl Condo 06169
6171,Opp State Ct,1.286101944,103.8425356,Opp State Ct 06171
6189,Ctrl Sq,1.28779136477868,103.8432942808956,Ctrl Sq 06189
7011,Peace Ctr,1.30099699058522,103.8498101874305,Peace Ctr 07011
7021,Selegie Ctr,1.30324521574524,103.84995776766849,Selegie Ctr 07021
7031,Tekka Ctr,1.30572083298412,103.85120583303193,Tekka Ctr 07031
7111,Broadway Hotel,1.30879366465919,103.8531751994068,Broadway Hotel 07111
7211,Aft Farrer Pk Stn Exit G,1.31313747728456,103.8563561439714,Aft Farrer Pk Stn Exit G 07211
7221,Sri Vadapathira K Tp,1.314966,103.857819,Sri Vadapathira K Tp 07221
7231,Bef Tai Hoe Hotel,1.309658889,103.8573711,Bef Tai Hoe Hotel 07231
7241,Bef S'Goon Rd,1.31557142083242,103.85900616698896,Bef S'Goon Rd 07241
7249,Aft Kempas Rd,1.315368056,103.8594669,Aft Kempas Rd 07249
7319,Aft Allenby Rd,1.31038833299803,103.85870666696984,Aft Allenby Rd 07319
7329,Hoa Nam Bldg,1.31284472583438,103.85989088288474,Hoa Nam Bldg 07329
7331,Aft King George's Ave,1.30824994545395,103.8589096071918,Aft King George's Ave 07331
7351,ARC 380,1.31351833300073,103.86054527803076,ARC 380 07351
7359,OPP ARC 380,1.31368253065979,103.8607145180712,OPP ARC 380 07359
7361,Bef Kallang Bahru,1.31167636068313,103.86189483728585,Bef Kallang Bahru 07361
7369,Aft Kallang Bahru,1.31140805601851,103.86237888899062,Aft Kallang Bahru 07369
7371,Aft Kallang Rd,1.30950750000455,103.86350138902452,Aft Kallang Rd 07371
7379,Aperia/Bef Kallang Rd,1.31017336740849,103.86338225534828,Aperia/Bef Kallang Rd 07379
7419,Opp Veerasamy Rd,1.30653024120879,103.8561630249311,Opp Veerasamy Rd 07419
7517,IBIS S'PORE ON BENCOOLEN,1.30145216158073,103.85247781934106,IBIS S'PORE ON BENCOOLEN 07517
7518,OPP NAFA CAMPUS 3,1.30095828368506,103.85211175034802,OPP NAFA CAMPUS 3 07518
7529,JLN BESAR STN EXIT A,1.30431906266143,103.85501564257024,JLN BESAR STN EXIT A 07529
7531,Rochor Stn,1.30365644370093,103.8525732326128,Rochor Stn 07531
7539,Opp Rochor Stn,1.30461300741211,103.8520009720951,Opp Rochor Stn 07539
7551,Fu Lu Shou Cplx,1.30171975809706,103.8546132267025,Fu Lu Shou Cplx 07551
7561,Bef Waterloo St,1.29945446471936,103.85267983857251,Bef Waterloo St 07561
7569,Aft Waterloo St,1.29949531348401,103.85301395376231,Aft Waterloo St 07569
7571,SUNSHINE PLAZA,1.30063444632288,103.851140093146,SUNSHINE PLAZA 07571
7589,Ch of Our Lady of Lourdes,1.30320609782822,103.85549999983388,Ch of Our Lady of Lourdes 07589
8011,Opp Haw Par Glass Twr,1.29706985017362,103.84361028672502,Opp Haw Par Glass Twr 08011
8019,Aft Haw Par Glass Twr,1.29624633745957,103.84407009228418,Aft Haw Par Glass Twr 08019
8031,Dhoby Ghaut Stn Exit B,1.29831153783592,103.8452569595532,Dhoby Ghaut Stn Exit B 08031
8041,YMCA,1.29811014243867,103.84780636909544,YMCA 08041
8057,Dhoby Ghaut Stn,1.29930997279734,103.84529021429744,Dhoby Ghaut Stn 08057
8058,Aft Dhoby Ghaut Stn,1.2989583431631,103.84654115271174,Aft Dhoby Ghaut Stn 08058
8069,Bencoolen Stn Exit B,1.29821382250893,103.84936128375956,Bencoolen Stn Exit B 08069
8079,Sch of the Arts,1.29921444445586,103.84910329217983,Sch of the Arts 08079
8111,Winsland Hse,1.29986928715834,103.84093746088924,Winsland Hse 08111
8121,Somerset Stn,1.30027569326586,103.83877618459664,Somerset Stn 08121
8137,Orchard Plaza,1.30073968408393,103.84100500816844,Orchard Plaza 08137
8138,Concorde Hotel S'pore,1.3004785730821,103.84184700607597,Concorde Hotel S'pore 08138
9011,Opp Ngee Ann City,1.30211335092372,103.83431672376756,Opp Ngee Ann City 09011
9022,ORCHARD STN EXIT 13,1.30252834773643,103.83239784275958,ORCHARD STN EXIT 13 09022
9023,Opp Orchard Stn/ION,1.30323727330942,103.83254180023424,Opp Orchard Stn/ION 09023
9037,Bef Cairnhill Rd,1.3023400420296,103.83701253388185,Bef Cairnhill Rd 09037
9038,Opp Somerset Stn,1.30154262450563,103.83852481842337,Opp Somerset Stn 09038
9047,Orchard Stn/Tang Plaza,1.30446065207443,103.83294467208566,Orchard Stn/Tang Plaza 09047
9048,Orchard Stn/Lucky Plaza,1.30386684425114,103.83413070051408,Orchard Stn/Lucky Plaza 09048
9059,Somerset Youth Pk,1.30044251755834,103.8362380421602,Somerset Youth Pk 09059
9111,Opp Four Seasons Hotel,1.30453752623147,103.82914529614987,Opp Four Seasons Hotel 09111
9121,Bef Tomlinson Rd,1.30397379238249,103.82699645124522,Bef Tomlinson Rd 09121
9131,OPP ORCHARD BLVD STN,1.30391999998489,103.82333805603096,OPP ORCHARD BLVD STN 09131
9139,ORCHARD BLVD STN EXIT 1,1.303528,103.823585,ORCHARD BLVD STN EXIT 1 09139
9141,British Council,1.30543500002797,103.82177666702268,British Council 09141
9149,Opp British Council,1.30608981381948,103.8212215023314,Opp British Council 09149
9159,Aft Tomlinson Rd,1.30602637557418,103.82568042620603,Aft Tomlinson Rd 09159
9169,Delfi Orchard,1.3070135326348,103.82835507326035,Delfi Orchard 09169
9179,Royal Thai Embassy,1.30587966240898,103.83049004618626,Royal Thai Embassy 09179
9191,Aft Cuscaden Rd,1.30488653118311,103.82549755834486,Aft Cuscaden Rd 09191
9212,Royal Plaza On Scotts,1.30702238421536,103.83265522662566,Royal Plaza On Scotts 09212
9213,Thong Teck Bldg,1.30783805600034,103.83305083303024,Thong Teck Bldg 09213
9219,Far East Plaza,1.30731999685228,103.833160882917,Far East Plaza 09219
10009,Bt Merah Int,1.28210155945393,103.81722480263164,Bt Merah Int 10009
10011,BEF NEIL RD,1.2777380589964,103.83749709165195,BEF NEIL RD 10011
10017,Aft Hosp Dr,1.27832046633393,103.83762574759974,Aft Hosp Dr 10017
10018,OUTRAM PK STN EXIT 6/SGH,1.27900819665099,103.8386036062196,OUTRAM PK STN EXIT 6/SGH 10018
10021,Blk 3,1.27744837946643,103.83838894560752,Blk 3 10021
10041,BEF KAMPONG BAHRU TER,1.27605834770353,103.83519065305671,BEF KAMPONG BAHRU TER 10041
10049,OPP KAMPONG BAHRU TER,1.27623302424393,103.83483786772156,OPP KAMPONG BAHRU TER 10049
10051,Blk 149,1.2774116353284,103.83214410914844,Blk 149 10051
10059,Opp Blk 149,1.27739664167497,103.83275178077876,Opp Blk 149 10059
10061,Blk 140,1.27860472196885,103.82948638898172,Blk 140 10061
10069,Opp Blk 140,1.27855472196877,103.83008250001669,Opp Blk 140 10069
10071,Blk 111,1.28045309423663,103.82638920754816,Blk 111 10071
10079,Blk 201,1.2803950142786,103.82708906887606,Blk 201 10079
10081,Opp Blk 120,1.2822783541702,103.82241744338572,Opp Blk 120 10081
10089,Blk 119,1.28292332245689,103.82165660905856,Blk 119 10089
10091,Bt Merah Town Ctr,1.28394108576437,103.81783962251122,Bt Merah Town Ctr 10091
10099,Opp Bt Merah Town Ctr,1.28420923932422,103.81765723225828,Opp Bt Merah Town Ctr 10099
10101,OPP BT MERAH SEC SCH,1.28506195168861,103.8137833011436,OPP BT MERAH SEC SCH 10101
10109,BT MERAH SEC SCH,1.28535315729277,103.81370529674273,BT MERAH SEC SCH 10109
10111,Opp Blk 28,1.28592835098556,103.80935410958448,Opp Blk 28 10111
10119,Opp Pacific Tech Ctr,1.28598009010704,103.81122515087834,Opp Pacific Tech Ctr 10119
10121,Blk 126 CP,1.28259924598805,103.82890541983912,Blk 126 CP 10121
10129,Blk 121,1.28231999999009,103.8285719444802,Blk 121 10129
10131,Opp Blk 2,1.28619141382394,103.80686549059318,Opp Blk 2 10131
10139,Blk 1 Jln Bt Merah,1.28635135443034,103.8081000223439,Blk 1 Jln Bt Merah 10139
10141,Blk 18,1.28583847140468,103.83238179897587,Blk 18 10141
10149,Blk 1 Tiong Bahru Rd,1.28606797463712,103.83283384311112,Blk 1 Tiong Bahru Rd 10149
10151,Ctrl Green Condo,1.28572048365401,103.8285292287095,Ctrl Green Condo 10151
10161,Opp Tiong Bahru Stn,1.28593135445772,103.82668969231534,Opp Tiong Bahru Stn 10161
10169,Tiong Bahru Stn,1.28599961406266,103.82748123930962,Tiong Bahru Stn 10169
10171,Opp Tiong Bahru Pk,1.28736808047078,103.82346004890805,Opp Tiong Bahru Pk 10171
10179,Tiong Bahru Pk,1.28722333302937,103.82395833301354,Tiong Bahru Pk 10179
10181,BEF AR-RABITAH MQUE,1.28850399420484,103.82109741719866,BEF AR-RABITAH MQUE 10181
10189,Blk 104A CP,1.28858805222806,103.82183192865196,Blk 104A CP 10189
10191,Blk 78,1.28860026020096,103.81903121724014,Blk 78 10191
10199,Delta Swim Cplx,1.28875723330649,103.81936618662203,Delta Swim Cplx 10199
10201,Opp Redhill Stn,1.28928144532567,103.81662854691156,Opp Redhill Stn 10201
10209,Redhill Stn,1.28954631749853,103.81672885450702,Redhill Stn 10209
10211,Porsche Ctr S'pore,1.29075499997303,103.81144166700754,Porsche Ctr S'pore 10211
10219,Opp Motor Image,1.29089526651849,103.81191424883257,Opp Motor Image 10219
10221,Ganges Ctr,1.29032906602668,103.83111793441608,Ganges Ctr 10221
10229,Opp Harvest Mansions,1.29052137840164,103.83178189529583,Opp Harvest Mansions 10229
10231,Blk 51 CP,1.29041850946952,103.8278810014952,Blk 51 CP 10231
10239,Blk 79,1.29060688839488,103.82865297447871,Blk 79 10239
10241,Gan Eng Seng Sec Sch,1.2906166672167,103.82362326803133,Gan Eng Seng Sec Sch 10241
10249,Opp Gan Eng Seng Sec Sch,1.29088138899671,103.82407777797806,Opp Gan Eng Seng Sec Sch 10249
10261,Delta Sports Hall,1.29090335842692,103.82047232884216,Delta Sports Hall 10261
10269,Opp Delta Sports Hall,1.29125331927458,103.82057583280772,Opp Delta Sports Hall 10269
10271,Opp Tanglin View,1.29115999997607,103.81757666701353,Opp Tanglin View 10271
10279,Tanglin View,1.29151373164978,103.81757660887745,Tanglin View 10279
10281,SIS Bldg,1.29153833298318,103.81445166697796,SIS Bldg 10281
10289,Opp SIS Bldg,1.2918699745378,103.81440639448375,Opp SIS Bldg 10289
10291,Bef Dawson Rd,1.29215855273858,103.81065866068086,Bef Dawson Rd 10291
10299,Aft Dawson Rd,1.29233498466278,103.81146486767658,Aft Dawson Rd 10299
10321,Aft Margaret Dr Tanglin Rd,1.29428332949691,103.81587839882768,Aft Margaret Dr Tanglin Rd 10321
10329,Crescent Girls' Sch,1.29364671283262,103.81597460107542,Crescent Girls' Sch 10329
10331,Bef Bt Merah Ctrl,1.28136306628839,103.81834423228644,Bef Bt Merah Ctrl 10331
10339,Aft Bt Merah Ctrl,1.28115835063292,103.81857250844853,Aft Bt Merah Ctrl 10339
10341,Opp Blk 116,1.28484639603431,103.82059301467888,Opp Blk 116 10341
10349,Blk 116,1.284977,103.821011,Blk 116 10349
10351,Blk 95B,1.28675501760897,103.82204990181914,Blk 95B 10351
10359,Opp Blk 95C,1.28723833324362,103.82259298997768,Opp Blk 95C 10359
10361,Cendex Ctr,1.28038092060065,103.82353025808791,Cendex Ctr 10361
10369,Opp Cendex Ctr,1.28037471151153,103.82387343933006,Opp Cendex Ctr 10369
10371,Blk 129,1.28365072319387,103.824502653383,Blk 129 10371
10379,Blk 25B,1.28373603376667,103.82489520929732,Blk 25B 10379
10381,Opp Blk 48,1.28906972186602,103.82559411728036,Opp Blk 48 10381
10389,Blk 48,1.28875832991208,103.82573455047122,Blk 48 10389
10391,Opp Melati Blk 2,1.27627105343758,103.8312563936613,Opp Melati Blk 2 10391
10399,Melati Blk 2,1.27588166292683,103.8301945420522,Melati Blk 2 10399
10401,Shriro Hse,1.28816729863,103.81167850401884,Shriro Hse 10401
10409,Blk 50,1.28788221830638,103.81099317775704,Blk 50 10409
10411,Opp Blk 53,1.28912979528004,103.81280840030112,Opp Blk 53 10411
